Region,Product,Sales,Profit
East,A,459,58.24
East,B,304,86.67
North,A,296,119.53
North,B,312,123.73
North,A,238,73.64
West,A,390,43.84
North,A,448,194.34
East,C,72,8.16
South,B,435,125.43
West,B,362,91.41
East,C,100,23.53
East,C,167,59.23
East,B,328,54.68
North,B,159,23.59
South,A,412,145.6
West,C,165,68.56
North,B,234,45.32
North,A,320,137.45
North,B,417,148.99
West,B,369,103.55
East,C,109,47.67
West,B,299,114.22
North,A,318,32.11
South,C,301,56.15
North,C,331,144.88
West,B,476,201.2
East,A,353,114.2
West,C,335,109.11
West,B,120,40.63
North,B,184,84.42
West,B,224,52.62
East,C,356,89.29
North,A,490,96.31
North,A,181,35.8
South,B,141,35.13
East,C,148,23.58
South,C,137,13.91
East,B,244,106.96
West,A,363,156.27
East,C,114,28.93
North,C,227,52.43
South,B,110,48.16
North,A,268,91.74
East,B,172,50.75
East,B,359,133.85
South,C,262,39.01
West,C,424,100.25
West,A,480,162.89
East,A,325,63.95
North,B,385,63.49
South,A,214,72.78
North,B,372,133.4
East,A,147,24.72
West,A,249,77.81
West,B,302,104.25
South,C,172,76.04
East,C,260,27.49
South,B,483,74.53
North,B,276,122.3
South,B,414,63.51
South,C,399,155.07
East,C,351,110.82
North,A,184,22.83
South,B,151,56.27
West,A,252,26.86
North,B,407,162.7
West,A,185,67.01
North,A,103,31.75
South,B,381,128.75
South,C,254,90.08
East,C,367,120.07
North,C,415,121.64
West,C,470,120.12
South,B,272,102.83
West,A,99,42.31
South,C,217,74.51
East,C,351,123.7
East,B,473,90.02
South,C,66,27.49
South,B,67,9.99
South,C,484,165.31
West,A,353,148.5
West,B,471,170.75
North,A,98,18.56
South,B,141,46.88
South,C,99,33.93
South,C,154,31.22
North,A,205,102.39
West,C,282,63.39
North,A,204,26.52
West,A,336,83.51
North,A,372,70.55
East,A,466,173.04
North,A,242,100.56
South,A,317,123.12
East,A,384,89.35
South,B,241,56.09
East,A,269,27.92
South,A,142,22.44
West,C,190,89.36
North,C,260,104.53
South,C,136,61.18
West,C,215,58.26
West,C,188,47.53
East,C,179,30.97
North,A,298,59.72
East,A,465,72.96
East,C,443,197.96
West,B,411,156.63
North,A,59,27.08
East,C,297,104.2
East,C,415,88.59
North,A,310,62.72
East,B,120,51.29
South,C,111,51.73
North,A,301,127.5
East,B,461,54.2
East,C,379,185.17
North,B,100,10.7
South,B,167,56.11
West,A,277,121.17
East,C,287,71.39
South,C,403,150.72
South,C,258,103.53
North,C,212,23.61
North,B,197,62.77
East,C,171,84.05
North,C,161,71.87
West,B,239,32.58
North,A,94,17.81
South,A,315,153.63
East,A,275,64.38
East,A,278,52.26
West,B,123,49.79
North,B,185,62.29
East,A,270,88.47
West,C,430,89.23
South,C,116,31.2
West,A,406,135.63
North,A,425,129.11
South,B,404,42.82
West,B,301,121.1
South,A,392,83.25
South,C,191,73.28
West,C,165,43.64
South,B,443,219.44
North,C,492,82.25
North,B,190,49.15
East,A,402,126.1
North,C,238,52.45
East,B,112,36.44
East,A,419,60.42
North,A,168,20.83
West,C,368,55.07
West,B,232,114.48
South,C,131,65.49
West,C,357,41.56
North,A,496,202.42
North,C,223,53.66
North,A,96,43.36
South,C,234,52.59
West,A,229,93.88
North,B,427,133.17
West,C,484,182.11
East,B,279,88.01
East,B,127,15.7
East,C,87,30.08
East,B,360,122.19
West,B,134,16.85
West,B,177,44.43
West,C,448,124.48
North,B,91,17.64
West,B,112,34.39
South,C,201,77.03
South,A,209,25.82
West,C,455,171.82
West,C,105,33.26
South,C,82,12.58
South,C,417,81.21
North,C,435,100.79
East,B,418,159.87
East,A,102,18.99
West,A,399,190.33
West,B,467,128.15
West,C,342,163.26
South,A,174,27.33
West,C,467,92.51
West,A,181,41.18
West,B,55,12.09
North,B,117,42.85
South,B,195,87.15
East,A,221,47.58
East,C,192,81.48
East,C,344,108.62
West,A,244,52.33
North,C,285,137.13
West,B,416,115.97
East,A,352,142.56
South,C,181,60.97
South,C,390,152.2
West,C,372,76.01
South,A,150,46.86
West,B,295,124.35
North,C,162,44.02
South,A,500,235.32
South,C,124,40.19
East,B,403,121.98
East,B,396,135.12
West,B,160,33.74
South,A,383,107.63
East,A,224,78.76
West,C,274,27.79
West,C,431,172.68
North,A,157,70.11
North,A,399,181.88
West,B,59,26.92
East,A,202,28.35
North,B,445,82.08
South,C,334,112.28
South,C,91,9.9
South,C,243,104.24
East,B,53,6.48
East,B,70,29.96
South,A,457,50.17
South,A,402,133.41
East,C,354,118.27
West,A,126,60.05
West,B,229,48.72
South,C,129,63.4
East,B,373,92.47
East,B,89,40.34
East,A,353,175.09
South,A,393,176.38
South,B,176,48.28
West,A,169,50.29
North,B,112,39.87
South,B,479,71.55
West,C,64,10.49
North,B,108,51.68
South,A,88,22.7
North,C,217,89.39
East,B,114,22.32
North,B,330,112.2
East,B,124,54.96
South,C,333,140.25
North,B,150,27.71
West,C,98,28.43
North,A,307,59.57
North,B,193,44.78
North,B,270,42.9
North,C,388,62.49
East,B,439,113.83
East,C,184,39.13
East,A,132,25.63
North,B,118,14.24
East,A,484,132.77
North,A,444,107.35
South,A,145,49.09
East,B,390,60.22
North,B,79,14.48
West,C,421,129.49
East,C,161,47.75
East,B,62,18.74
West,A,332,44.85
West,B,158,18.03
West,A,145,29.81
South,B,258,115.16
East,C,293,135.31
North,C,373,57.3
South,B,101,36.72
North,C,378,100.86
West,C,149,31.09
South,B,76,37.59
North,A,408,188.71
West,B,116,21.74
South,C,464,108.3
North,C,271,40.59
North,A,452,75.61
East,B,387,184.71
South,C,276,50.77
South,A,107,36.11
North,A,311,107.66
West,B,448,159.8
North,B,152,38.97
South,B,490,219.21
East,B,479,57.69
East,A,211,104.07
South,B,255,37.86
East,A,476,144.75
East,B,106,29.78
North,C,103,34.61
East,B,136,27.21
East,B,275,62.15
West,A,171,45.7
East,C,441,125.86
South,B,131,43.23
East,A,167,74.5
North,A,358,154.16
North,B,445,145.83
South,C,468,204.63
West,A,151,49.79
East,A,466,123.99
North,C,378,100.45
East,A,287,120.67
East,A,201,57.32
West,A,276,39.21
North,C,408,76.09
East,B,328,45.28
East,C,489,60.46
West,B,357,66.62
North,C,404,113.2
North,A,456,165.48
South,A,189,80.12
East,C,404,121.9
West,B,167,62.49
East,C,273,120.58
East,A,339,34.02
North,C,424,141.83
North,C,313,128.79
South,B,499,110.01
South,C,445,196.03
South,B,285,44.46
North,C,148,36.77
North,B,124,42.79
East,A,341,78.83
South,B,315,75.79
West,C,257,76.55
South,B,71,24.25
South,C,359,160.16
West,B,130,44.89
North,A,300,85.64
East,B,461,46.67
West,C,362,56.12
North,A,148,29.15
North,C,401,169.1
North,A,156,32.44
South,A,388,103.84
East,C,378,109.22
East,A,350,56.78
South,B,285,112.36
West,B,421,91.53
East,B,412,119.47
East,B,337,152.56
East,C,279,76.49
North,C,457,200.76
South,A,90,41.68
East,B,52,25.48
West,A,451,51.53
North,B,257,64.23
South,A,311,48.44
North,C,76,28.01
North,C,414,77.16
West,C,379,50.16
South,C,292,73.27
North,C,345,64.84
East,A,476,232.48
West,C,227,33.5
North,B,105,18.83
North,A,91,33.17
South,B,126,35.66
South,B,334,116.3
South,B,151,18.29
South,A,187,91.99
East,A,137,53.96
North,A,373,51.27
South,A,180,26.17
East,A,411,166.05
North,B,245,101.64
West,B,317,100.31
West,C,106,39.94
West,A,316,42.52
West,A,459,89.45
South,C,242,103.92
West,B,420,179.13
West,C,207,67.22
North,B,185,49.38
North,B,157,57.06
South,B,175,42.2
South,B,134,30.88
North,C,383,67.19
North,B,61,14.31
North,B,197,36.87
North,C,97,14.76
North,B,57,23.46
North,B,148,60.94
West,B,66,14.91
South,A,144,57.55
West,B,153,71.79
West,B,413,125.46
South,B,234,34.42
North,A,103,29.11
South,A,68,19.91
North,C,394,117.1
South,C,184,67.17
North,C,254,66.81
East,C,131,50.89
West,A,229,35.61
North,B,256,75.88
South,C,55,19.64
West,B,52,11.89
West,B,322,76.53
South,C,103,16.99
West,C,415,86.11
West,A,258,108.79
West,C,151,55.4
East,A,314,43.86
North,C,431,74.44
East,B,172,72.43
West,B,51,6.27
South,B,240,36.45
North,C,293,82.78
North,A,291,144.95
South,C,492,110.96
East,C,343,35.74
West,B,201,77.24
West,C,484,111.43
North,B,256,56.83
West,C,343,55.44
East,C,423,209.27
North,B,430,116.24
North,C,378,163.95
East,C,278,47.0
North,B,127,48.62
West,A,334,131.88
North,C,358,118.21
North,C,335,126.16
North,A,409,169.81
West,A,186,73.44
West,B,148,52.3
North,C,51,6.38
West,B,123,49.92
South,B,187,34.6
North,A,57,12.38
North,C,382,177.23
South,B,468,211.75
West,A,175,19.36
East,A,274,117.64
North,B,428,74.59
East,A,207,26.86
East,C,442,182.38
South,C,220,42.02
North,B,227,24.78
North,C,392,44.0
West,A,256,76.98
North,B,496,57.04
West,C,277,124.32
North,C,435,163.85
South,B,259,120.53
West,C,362,164.92
West,B,108,41.27
East,A,326,79.19
East,B,363,180.18
East,C,360,126.31
South,B,169,78.67
North,A,467,172.67
South,A,54,5.59
South,B,339,126.26
West,A,114,45.65
East,C,324,134.7
South,B,157,33.04
East,C,451,206.46
North,C,476,197.74
North,C,76,9.03
East,C,172,29.4
East,C,425,65.42
North,B,343,62.38
North,B,161,38.22
South,C,76,11.6
South,B,145,43.66
South,B,123,35.61
North,C,494,160.69
North,C,294,48.65
West,B,111,11.18
North,C,207,70.94
West,C,493,180.01
East,C,272,81.79
West,C,308,81.24
South,B,66,7.07
East,B,487,189.12
North,A,435,132.73
South,C,123,42.03
South,C,210,57.59
East,C,338,122.87
West,A,266,110.31
South,C,231,80.5
West,C,448,48.99
North,C,183,82.45
West,B,217,75.32
South,B,451,57.76
East,A,440,168.31
West,C,322,124.5
North,A,337,72.71
North,A,199,49.78
West,A,450,69.06
North,A,125,54.81
South,A,449,45.71
West,B,364,58.56
South,B,366,87.99
East,A,238,56.34
South,C,404,195.86
North,C,185,63.34
South,C,170,56.54
South,C,307,100.98
West,B,137,61.67
East,A,95,32.63
East,C,279,38.07
South,B,462,61.33
East,B,356,65.22
North,B,456,196.68
East,B,58,25.48
East,A,468,145.55
West,B,192,92.24
West,B,115,46.12
East,C,159,44.46
East,A,228,51.54
North,A,171,55.72
North,A,493,207.24
West,B,80,21.59
North,A,445,56.4
North,B,458,204.98
West,C,349,116.43
North,B,102,48.58
West,A,189,20.17
North,A,402,127.88
East,B,53,24.95
South,A,259,81.88
East,A,369,59.32
West,A,305,59.15
East,C,357,158.44
South,C,382,176.4
South,A,171,21.96
West,A,419,96.19
South,C,390,93.4
South,C,291,76.68
East,C,441,122.49
East,B,411,107.56
West,A,488,54.44
West,A,319,70.03
North,C,190,60.75
North,B,68,24.47
East,B,187,20.78
West,B,251,85.42
East,B,105,32.14
West,B,178,63.87
West,A,364,121.03
West,A,68,7.97
East,C,240,103.09
North,C,229,44.01
South,C,429,158.9
North,B,83,13.39
South,C,227,77.26
North,A,156,48.08
South,A,170,65.76
South,B,240,117.29
West,B,97,43.5
South,B,432,191.63
North,A,92,44.47
North,C,293,127.32
North,B,455,62.53
East,A,167,54.32
East,A,459,228.36
West,A,351,115.45
East,B,345,76.17
East,C,83,27.05
North,C,454,154.51
West,A,158,40.54
East,A,368,38.75
East,C,426,110.4
East,B,354,143.63
East,B,475,179.13
North,A,478,96.16
North,C,338,107.3
North,A,196,80.89
West,A,104,32.69
North,C,182,64.71
South,A,423,83.36
North,A,484,128.85
South,B,314,51.69
North,C,197,91.76
West,B,381,182.57
North,B,485,76.64
North,B,499,160.49
South,C,251,111.69
West,C,81,36.52
North,A,173,19.24
East,C,266,69.51
South,A,322,115.31
West,C,104,37.38
South,A,418,202.57
South,C,234,90.13
North,A,373,55.78
South,B,378,117.95
South,A,366,175.92
North,A,354,128.67
North,C,365,73.53
East,A,400,189.6
South,B,218,74.81
South,B,140,27.8
West,A,79,25.96
West,A,347,122.16
North,C,64,9.39
East,B,126,38.53
South,C,211,28.48
North,B,322,123.14
West,A,401,159.16
South,A,474,229.09
North,A,74,19.06
South,B,410,49.03
North,B,312,140.91
East,B,59,13.92
North,A,145,16.87
East,A,288,80.46
East,C,406,148.64
West,A,443,58.03
North,A,101,48.63
East,C,103,33.81
South,C,403,160.55
West,A,445,89.23
East,A,54,26.13
North,B,447,78.99
East,A,72,29.57
West,A,103,50.66
North,C,477,91.74
East,C,455,62.36
East,A,100,37.13
North,A,419,49.16
South,A,214,28.14
South,B,397,147.1
North,A,331,73.55
West,C,78,28.55
West,C,110,30.1
East,A,455,118.99
West,B,394,150.52
North,C,449,90.19
East,C,157,39.12
North,B,410,123.73
South,A,392,107.05
West,C,399,61.65
South,B,320,106.14
North,B,219,52.91
North,C,484,74.75
West,C,498,51.72
East,B,329,148.47
West,B,130,56.38
West,C,143,14.83
West,C,456,211.15
East,C,139,62.91
East,A,480,138.34
South,B,463,89.96
East,A,474,64.71
South,C,370,128.67
West,C,97,28.74
South,B,499,132.45
East,A,264,68.27
East,C,289,114.48
East,A,415,65.25
South,B,422,126.92
North,B,161,69.79
East,B,320,124.72
West,A,403,41.44
West,B,434,173.75
North,A,97,10.98
North,B,137,27.76
North,A,191,58.65
East,B,223,80.13
East,B,415,48.47
East,B,294,45.32
North,C,76,32.62
West,A,219,87.7
North,B,95,14.56
South,C,154,56.72
North,A,135,28.53
North,C,473,132.84
North,A,81,25.26
East,B,362,85.35
North,B,67,9.81
West,B,199,77.02
North,C,442,199.18
South,C,75,32.25
West,A,416,57.16
West,A,150,58.31
East,B,99,15.16
East,B,174,19.29
South,A,83,10.73
South,A,79,18.04
West,B,353,165.04
North,C,411,131.91
East,C,306,75.01
North,B,219,102.85
West,C,325,125.31
West,B,151,72.55
North,B,303,41.3
South,C,435,55.23
North,A,312,78.25
South,A,239,89.19
West,B,427,206.01
East,A,186,36.65
South,C,336,106.79
North,C,480,188.65
West,C,131,45.45
North,B,445,137.82
West,C,103,21.62
North,A,359,36.45
North,B,144,66.4
South,A,263,82.42
West,C,388,70.5
South,B,471,125.71
East,A,258,40.61
West,A,238,47.72
North,A,325,124.94
South,C,161,75.09
East,C,362,115.09
North,C,367,160.06
West,B,374,130.29
South,A,381,110.37
South,B,442,68.06
South,C,258,69.41
West,B,424,42.88
North,B,80,9.76
South,C,176,36.2
North,A,322,100.56
North,C,67,27.49
South,A,387,52.41
East,A,204,45.59
South,A,204,65.01
West,C,237,33.77
East,C,91,13.14
North,B,150,15.59
East,A,281,100.67
East,B,87,29.82
North,A,169,83.75
North,C,201,73.5
West,C,335,102.02
South,B,106,39.34
West,A,313,57.03
West,A,242,33.45
North,C,209,90.17
South,C,489,56.07
East,B,441,47.05
East,B,472,88.37
North,C,312,41.48
East,B,319,39.61
South,A,238,111.55
East,C,334,98.48
South,A,334,136.81
South,A,267,29.47
North,A,184,34.89
West,B,409,116.98
West,B,158,46.7
East,A,96,25.74
East,C,66,15.58
South,B,412,85.19
West,C,263,89.83
South,C,324,157.69
North,C,351,152.99
West,A,81,8.53
South,A,236,106.82
North,C,460,213.76
North,B,388,50.43
East,A,142,36.89
East,C,472,219.25
East,B,214,77.76
North,B,70,21.37
South,C,262,118.02
West,A,191,49.63
East,C,355,138.15
East,C,256,38.74
West,B,270,45.88
North,B,453,142.08
West,B,494,219.51
South,B,110,43.24
North,A,494,132.69
West,B,286,49.77
East,B,367,49.82
North,C,290,94.04
West,B,147,29.32
West,A,63,23.66
East,C,399,103.03
East,A,148,31.89
West,B,68,15.71
West,A,240,72.67
North,A,413,84.05
West,B,391,158.35
South,B,500,53.61
South,B,461,112.85
East,C,438,66.17
North,A,350,168.87
South,A,355,64.78
East,C,429,174.48
North,B,172,53.17
East,C,496,207.21
East,B,182,48.03
West,C,465,148.16
East,C,407,43.1
West,C,407,130.43
South,C,478,73.67
North,A,117,26.94
West,B,283,128.17
North,C,50,20.81
West,B,194,41.01
East,C,284,112.69
South,C,265,30.96
West,A,327,40.81
East,C,175,43.98
North,B,398,69.21
South,B,178,55.2
East,A,73,22.77
West,A,414,190.9
East,B,497,118.79
West,B,492,128.2
North,B,337,110.31
East,A,485,111.03
North,A,488,148.36
East,A,353,43.55
West,A,167,63.82
West,C,130,63.95
South,A,81,24.33
East,A,149,22.05
East,A,477,207.25
South,B,171,48.49
East,A,370,167.65
East,B,148,22.86
North,B,282,60.37
East,A,416,168.74
South,A,234,97.5
South,C,127,24.68
North,B,104,39.18
North,C,278,45.57
West,A,61,13.9
North,C,142,47.55
East,B,396,66.78
North,B,479,165.92
North,C,180,39.69
South,B,396,178.37
North,B,118,48.87
West,A,288,128.08
North,A,326,135.7
West,A,289,138.11
South,A,192,35.29
South,B,371,41.11
West,C,65,30.36
West,C,105,24.05
West,C,395,137.69
North,A,421,115.36
West,A,335,150.61
West,A,219,49.07
West,B,155,25.25
North,C,386,171.66
West,B,358,100.19
West,B,240,105.99
West,B,473,83.67
South,B,137,60.06
East,C,151,19.4
South,B,378,65.96
South,A,320,90.79
South,A,79,24.08
North,C,306,70.74
North,A,284,34.01
East,B,371,89.2
West,B,207,28.63
West,C,421,44.97
South,A,346,117.22
North,C,221,103.13
East,C,417,174.23
North,B,384,125.73
East,A,438,205.05
South,C,264,118.36
West,A,417,113.49
East,B,451,85.33
East,C,156,42.83
East,B,329,116.13
West,C,293,130.08
North,A,390,44.12
East,B,360,97.9
East,C,212,87.75
West,B,234,99.47
South,C,242,79.16
South,A,350,138.95
East,A,210,68.9
West,A,496,88.06
West,B,160,32.58
South,A,349,140.01
North,C,93,13.95
North,A,120,21.92
East,C,234,110.05
West,A,89,30.16
West,A,474,215.62
West,C,172,36.11
South,A,201,28.13
North,C,445,145.37
East,B,374,55.21
South,B,159,55.11
South,B,470,201.22
East,A,177,18.42
South,B,337,84.94
West,B,439,164.44
West,A,442,137.96
West,B,73,7.63
North,B,385,179.99
East,A,78,19.48
South,A,141,50.44
West,B,296,146.0
West,A,392,83.54
South,C,383,111.43
North,C,429,116.42
West,C,128,15.95
North,A,162,60.82
North,B,89,20.27
South,B,454,209.26
South,B,295,81.78
West,C,351,141.93
East,A,250,81.2
North,A,352,63.8
West,A,284,114.36
North,A,258,75.94
South,B,371,51.32
East,B,412,119.22
East,C,448,124.03
East,C,356,62.79
West,B,426,95.35
North,C,235,101.31
East,C,314,102.38
South,A,196,30.34
West,B,436,191.88
South,C,211,86.72
South,B,294,78.17
South,B,152,26.72
North,C,393,182.28
West,B,362,71.07
East,B,370,81.14
East,B,124,41.53
East,C,229,102.87
East,B,260,28.9
West,B,154,73.83
South,C,289,112.19
South,C,492,119.73
North,A,226,23.2
West,B,149,33.82
East,A,326,130.45
West,B,344,96.77
West,B,304,108.36
South,A,385,181.32
West,A,139,45.06
South,A,486,107.87
West,A,494,111.85
West,B,321,146.15
South,A,322,37.93
North,B,225,96.83
North,C,118,42.53
South,C,206,72.84
East,B,360,142.21
East,C,467,182.44
East,B,470,47.76
South,C,464,213.38
West,C,418,172.54
North,C,269,62.17
West,C,415,55.05
East,A,126,37.91
South,A,263,85.39
East,C,486,136.49
East,B,475,205.79
North,A,58,13.89
North,B,170,48.96
South,C,167,25.07
South,B,359,38.82
East,B,202,52.87
West,C,87,37.59
North,B,353,45.77
East,A,312,124.11
East,A,488,169.66
South,B,357,158.52
West,A,257,51.89
North,C,489,204.8
North,B,304,76.3
South,A,109,20.56
West,B,374,60.23
South,B,184,81.73
North,C,164,20.92
North,B,152,72.65
South,C,399,102.5
North,C,425,103.73
South,A,176,87.53
South,B,81,26.91
West,C,367,141.34
West,B,357,75.74
South,C,412,137.38
West,C,425,43.21
West,C,178,22.12
West,B,273,62.68
West,A,193,72.99
North,C,202,51.38
North,B,207,64.77
East,A,245,54.09
East,B,177,24.8
South,C,400,72.52
East,C,262,42.82
North,B,173,47.58
North,B,114,26.07
West,A,95,15.69
West,B,458,167.14
North,C,277,58.92
East,A,185,47.33
South,A,323,83.34
West,A,389,175.92
West,C,186,91.69
North,B,320,121.91
South,A,151,73.36
South,C,371,43.83
East,C,424,89.29
South,B,380,142.17
North,A,428,174.04
North,C,264,108.2
East,A,202,61.72
West,B,298,46.92
West,B,355,94.44
South,B,420,97.31
North,C,428,97.01
East,A,403,137.49
West,A,259,120.77
North,C,408,129.44
